rollout/ep_rew_mean,rollout/exploration_rate,time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/episodes,train/loss,train/n_updates,train/learning_rate
1.1368213200000004,0.9349962264150945,2198,34800,300.0,15,116,,,
1.0853694300000003,0.932754716981132,2213,36000,300.0,16,120,,,
1.46774173,0.93051320754717,2227,37200,300.0,16,124,,,
1.0971234799999998,0.9282716981132075,2237,38400,300.0,17,128,,,
1.06603073,0.9260301886792451,2250,39600,300.0,17,132,,,
1.45947624,0.9237886792452831,2253,40800,300.0,18,136,0.016071584075689316,7,0.0001
1.3610213500000001,0.9215471698113207,2260,42000,300.0,18,140,0.013996856287121773,19,0.0001
1.3211224199999998,0.9193056603773587,2263,43200,300.0,19,144,0.01232042908668518,31,0.0001
1.63065333,0.9170641509433962,2267,44400,300.0,19,148,0.011728323064744473,43,0.0001
1.3733405999999997,0.9148226415094338,2271,45600,300.0,20,152,0.010570653714239597,55,0.0001
1.5560570599999997,0.9125811320754718,2276,46800,300.0,20,156,0.010113740339875221,67,0.0001
1.49355941,0.9103396226415094,2265,48000,300.0,21,160,0.00899411365389824,79,0.0001
1.6066983799999996,0.9080981132075473,2269,49200,300.0,21,164,0.00917228776961565,91,0.0001
1.6549226099999998,0.9058566037735849,2273,50400,300.0,22,168,0.007954282686114311,103,0.0001
1.52970179,0.9036150943396225,2276,51600,300.0,22,172,0.008055945858359337,115,0.0001
1.51969987,0.9013735849056604,2280,52800,300.0,23,176,0.007363094016909599,127,0.0001
1.2906197099999996,0.899132075471698,2283,54000,300.0,23,180,0.005724753253161907,139,0.0001
0.8007502600000003,0.896890566037736,2287,55200,300.0,24,184,0.006872015539556742,151,0.0001
1.11481523,0.8946490566037736,2291,56400,300.0,24,188,0.0065439119935035706,163,0.0001
0.99024447,0.8924075471698112,2294,57600,300.0,25,192,0.007213027216494083,175,0.0001
0.8657948200000003,0.8901660377358491,2286,58800,300.0,25,196,0.005111686885356903,187,0.0001
0.31688768,0.8879245283018867,2290,60000,300.0,26,200,0.006304730661213398,199,0.0001
0.26066870000000003,0.8856830188679247,2293,61200,300.0,26,204,0.006971277296543121,211,0.0001
0.9677764900000001,0.8834415094339623,2297,62400,300.0,27,208,0.004162231460213661,223,0.0001
